Timestamp,SimTime,Ideal_X,Ideal_Y,Ideal_Z,Noisy_X,Noisy_Y,Noisy_Z,Filt_X,Filt_Y,Filt_Z,Real_X,Real_Y,Real_Z,Error_Noisy_Ideal,Error_Filt_Ideal,Error_Real_Ideal,Error_Filt_Real,Command_Step,Injected_Outlier
1780946393.917293,0.0,0.52,0.0,0.44999999999999996,0.5215235853987722,-0.005199920531202478,0.45375225597903224,0.520035193647451,-0.00012011415316543023,0.4500866742187071,0.5199962433438677,1.0672949708663738e-06,0.4500002934984936,0.006590896064296291,0.00015224461501163434,3.916340794261721e-06,0.00015383009571029934,0.0,0
1780946393.949246,0.05,0.5196626581734649,0.008991564872729082,0.44996710252122685,0.5099074822301958,0.0024806673384174917,0.4506063045370633,0.5205301666032678,-0.0024458392239337817,0.45181262520751725,0.5199962433438656,1.0672949716574077e-06,0.450000293498498,0.01174580025385631,0.01161777678094015,0.008996745378332413,0.00309143523023031,0.0029381800740535453,0
1780946393.993346,0.1,0.5186525293523251,0.01793257589683191,0.4498684245148288,0.5185685235648037,0.013667356258964009,0.4542654143891429,0.5165761357241908,-0.0015173011095962734,0.4523592354900177,0.5199989644169065,-7.3988440578652385e-06,0.4500063283211502,0.006126391718329164,0.019718348444488498,0.017990958800094436,0.004419472056305394,0.00409821009995912,0
1780946394.0464125,0.15000000000000002,0.5169752928482733,0.026772763455809458,0.4497040092642407,0.5173054463360793,0.03240896949064962,0.45204155597550094,0.5205301666032678,-0.0024458392239337817,0.452153574172251,0.5200042588947662,-2.3873897010842483e-05,0.45001807192826815,0.006110641899179068,0.029535812807661196,0.026969112778997887,0.003271523314410902,0.004066797241085083,0
1780946394.093384,0.2,0.5146403786950727,0.03546242479936075,0.44947392888742566,0.5164841326154852,0.030668011795215756,0.45386618039396204,0.5160138129913662,-0.0015173011095962734,0.4528013530506307,0.5200118529918357,-4.992431340835586e-05,0.4500379592712598,0.006758527788655019,0.03715451791679853,0.03592071555386761,0.00507679659699018,0.004656098200509634,0
1780946394.1430101,0.25,0.5116609146294777,0.043952703490325706,0.449178284305241,0.5107366028117514,0.040548055768306,0.45529099099861114,0.5166775825296123,0.007148391085312639,0.453040729741489,0.5200428139973913,-0.00019015090418744149,0.45016179179826776,0.007057702286623808,0.03734491736734777,0.04494235327725795,0.008571304745737654,0.008694372456763914,0
1780946394.1934328,0.30000000000000004,0.5080536522823212,0.05219586409334763,0.44881720519717166,0.5859120131715057,-0.029564803659093516,0.5314787511249384,0.5146666345361052,0.02090073350504889,0.45426229949397756,0.5201245576668876,-0.0005620868304994724,0.45049023702777236,0.13992734660116954,0.03244635241022696,0.05414708836117059,0.02246486227214652,0.013952170674216334,1
1780946394.246591,0.35000000000000003,0.5038388729947529,0.06014556056085575,0.4483908499444482,0.5145471109991052,0.05811348547893267,0.44582963629909056,0.5116957529450876,0.031811811300276924,0.4551490881899679,0.5199863221287466,3.0298882439833296e-05,0.4506994705471965,0.011196227294655706,0.030169615408528618,0.062288959931008386,0.03314509264010333,0.011343022096103907,0
1780946394.2997494,0.4,0.4990402737891614,0.06775709680740426,0.4478994055605757,0.5021201709020389,0.07340195827100872,0.44732966827230136,0.5115374611477791,0.03772043838689338,0.4520917538398938,0.519039934614921,0.004035040304085974,0.4513835662136937,0.006455604367280262,0.03280177319966015,0.06687769653340529,0.03451803415370401,0.006654639259188726,0
1780946394.350265,0.45,0.49368483413589365,0.07498767800732398,0.4473430876093033,0.48956242805743744,0.07824064194644748,0.4510593584653205,0.5085819165387228,0.04188999278819677,0.4551490881899679,0.518486746113629,0.006515724476695661,0.45167631804110864,0.006433247651086779,0.037125644452944494,0.07295423321526298,0.03689857232995359,0.00595547824861224,0
1780946394.3942304,0.5,0.4878026642648585,0.0817966512028001,0.44672214011007083,0.48194668841304583,0.08451242254432607,0.4433945915736274,0.5115374611477791,0.04871927157120642,0.4475256279383051,0.5178063870368284,0.01001930384345933,0.45172505379870354,0.007262261797735894,0.04071976447692428,0.07795665538936744,0.03942869654817467,0.010653236073647798,0
1780946394.4435885,0.55,0.4814268358748608,0.08814573386958943,0.44603683543097405,0.4820102649205644,0.0892391768532345,0.450393979320715,0.5085819165387228,0.062283827363166025,0.4467067445530809,0.5167077796054953,0.015432735696134611,0.45180088721247114,0.004529979016039723,0.03750580478058986,0.08102560945057323,0.047822638262717564,0.013906940273399579,0
1780946394.4932435,0.6000000000000001,0.47459319619247975,0.09399922915529801,0.44528747416929465,0.4779877640078392,0.09433712450274247,0.4467330711627446,0.49863391959424086,0.0747800419208362,0.4464837335591817,0.5158482625406463,0.02035005665892462,0.4516046306873298,0.003704998594651607,0.03080202227388937,0.08465274700365927,0.05731649401424905,0.015973971183839954,0
1780946394.5447633,0.65,0.467340166425921,0.09932422658007091,0.44447438501964875,0.46005438732664267,0.0977258704982844,0.4421225217481848,0.4871771793289168,0.0829917073911717,0.4476479198026748,0.5150106016663663,0.026477529801747106,0.45089156644567807,0.007821034464527468,0.025890723956437718,0.08729428300284682,0.06307989308146074,0.014143679751512216,0
1780946394.5934062,0.7000000000000001,0.45970852574700727,0.10409078707128203,0.44359792462981007,0.4583328144908739,0.11156549362745401,0.4392687690513439,0.4800797034179196,0.08866013701216816,0.44556580146320335,0.5140380510336402,0.03100134979430757,0.4504662529297415,0.008746736967789616,0.025631277380928845,0.09132873092828624,0.06709485480124788,0.00931882371627121,0
